Kepler ID,KOI Name,Discovery Quarter,Kepler Disposition,RA (J2000),Dec (J2000),Period,Transit Depth,Duration,Semi-major Axis,Eccentricity,r/R,a/R,Planet Radius,Teq,Teff,log(g),Stellar Radius,Stellar Mass,KOI count,Binary Discrimination
11403530,K03015.01,10,CANDIDATE,19 28 43.228,+49 12 08.93,3.61,46,3.26,0.05,0,0.01,8.76,0.88,1240,6092,4.46,1,1.06,1,2.64
12072872,K03017.01,10,CANDIDATE,19 47 26.221,+50 33 36.58,2.46,59,1.42,0.04,0,0.01,6.7,1.56,1437,5936,4.38,1.05,0.98,1,1.96
8709688,K03019.01,10,CANDIDATE,19 53 36.328,+44 50 17.45,4.18,186,2.6,0.05,0,0.02,8.6,2,1152,5570,4.32,1.06,0.86,1,1.18
8241079,K03020.01,10,CANDIDATE,19 38 09.697,+44 11 27.52,10.92,99,4.53,0.1,0,0.01,11.7,1.55,974,6196,4.27,1.27,1.1,1,0.63
11618601,K03022.01,10,CANDIDATE,19 42 20.757,+49 40 00.66,2.76,182,1.88,0.04,0,0.01,11.5,1.31,1202,5740,4.55,0.86,0.96,2,1.82
11618601,K03022.02,10,CANDIDATE,19 42 20.757,+49 40 00.66,5.05,170,2.2,0.06,0,0.01,14.3,1.15,982,5740,4.55,0.86,0.96,2,0.75
6929841,K03026.01,10,CANDIDATE,18 59 42.861,+42 25 20.32,3.52,193,1.4,0.04,0,0.02,12.5,4.1,1456,4977,3.83,1.94,0.92,1,1.13
11137180,K03027.01,10,CANDIDATE,19 26 42.144,+48 45 45.22,6.07,335,1.27,0.06,0,0.03,26,2,743,5004,4.66,0.68,0.77,1,0.33
5903749,K03029.01,10,CANDIDATE,19 55 02.007,+41 09 35.58,18.98,362,2.36,0.13,0,0.02,40,2.2,635,5420,4.43,0.92,0.82,2,1.59
5903749,K03029.02,10,CANDIDATE,19 55 02.007,+41 09 35.58,6.35,151,3.23,0.06,0,0.01,13.7,1.12,912,5420,4.43,0.92,0.82,2,2.13
6949898,K03031.01,10,CANDIDATE,19 28 54.573,+42 27 07.09,7.65,221,2.39,0.07,0,0.02,25.3,1.36,825,5612,4.58,0.82,0.93,1,0.66
2973386,K03034.01,10,CANDIDATE,19 07 55.232,+38 09 54.78,31.02,936,2.17,0.16,0,0.03,107,1.71,326,4056,4.74,0.52,0.55,1,2.25
6593150,K03037.01,10,CANDIDATE,19 10 24.536,+42 04 32.67,5.47,233,3.01,0.06,0,0.02,10.4,1.66,920,5595,4.58,0.82,0.92,1,0.9
8051946,K03038.01,10,CANDIDATE,19 54 39.236,+43 53 38.65,1.5,55,3.1,0.03,0,0.01,3.7,1.08,1709,5692,4.26,1.16,0.9,1,3.55
5445681,K03039.01,10,CANDIDATE,19 23 47.974,+40 36 18.80,20.35,102,6.88,0.15,0,0.01,11.2,1.37,700,5963,4.41,1.03,0.99,1,2.6
6357290,K03040.01,10,CANDIDATE,19 18 16.326,+41 46 17.62,4.81,280,1.92,0.06,0,0.02,14,1.35,824,5751,4.9,0.58,0.98,1,0.48
4072955,K03041.01,10,CANDIDATE,19 41 51.020,+39 10 06.53,5.08,139,2.65,0.06,0,0.01,7.9,1.7,1189,6220,4.37,1.13,1.09,1,2.48
8695311,K03042.01,10,CANDIDATE,19 36 39.946,+44 53 10.72,31.03,371,5.78,0.2,0,0.02,41.4,1.8,592,6078,4.5,0.96,1.06,1,0.24
9834731,K03043.01,10,CANDIDATE,19 33 43.389,+46 41 31.52,3.09,96,2.49,0.04,0,0.01,9.3,1.1,1236,5976,4.52,0.92,1.03,2,1.41
9834731,K03043.02,10,CANDIDATE,19 33 43.389,+46 41 31.52,7.29,127,1.89,0.07,0,0.01,24,1.09,929,,,0.92,,2,0.57
5092266,K03045.01,10,CANDIDATE,19 18 42.854,+40 14 58.71,44.87,652,3.8,0.25,0,0.03,68.7,2.2,469,5878,4.63,0.82,1.05,1,0.93
9714550,K03048.01,10,CANDIDATE,19 34 28.623,+46 24 48.03,4.73,156,1.65,0.05,0,0.01,20.1,1.25,962,5604,4.58,0.82,0.92,1,0.45
6263593,K03049.01,10,CANDIDATE,18 51 59.400,+41 40 42.78,22.48,468,3.82,0.14,0,0.02,48.8,1.34,435,4672,4.7,0.62,0.69,1,1.11
5475042,K03050.01,10,CANDIDATE,19 53 47.153,+40 37 29.58,1.24,141,2.06,0.02,0,0.01,4.7,1.14,1450,5485,4.59,0.79,0.9,1,1.84
9959492,K03051.01,10,CANDIDATE,19 40 47.922,+46 49 56.36,11.68,249,2.22,0.1,0,0.02,44.7,1.73,836,6125,4.48,0.99,1.08,1,0.9
8827575,K03052.01,10,CANDIDATE,19 40 21.665,+45 04 52.25,10.13,83,3.62,0.09,0,0.01,21.5,0.92,790,5450,4.42,0.93,0.83,2,2.11
8827575,K03052.02,10,CANDIDATE,19 40 21.665,+45 04 52.25,15.61,90,3.67,0.12,0,0.01,22,0.96,683,5450,4.42,0.93,0.83,2,1.29
2716801,K03053.01,10,CANDIDATE,19 29 01.113,+37 58 17.11,42.52,787,5.71,0.24,0,0.03,59.2,2.53,506,5900,4.53,0.9,1.01,1,2
7216284,K03056.01,10,CANDIDATE,19 44 48.918,+42 46 40.18,6.7,267,2.94,0.07,0,0.02,17.19,1.42,773,5228,4.63,0.73,0.82,1,2.06
3234843,K03057.01,10,CANDIDATE,19 25 38.269,+38 20 24.07,29.73,839,3.58,0.19,0,0.03,66,2.34,515,5578,4.61,0.83,1.02,2,0.38
3234843,K03057.02,10,CANDIDATE,19 25 38.269,+38 20 24.07,10.61,501,3.59,0.1,0,0.02,15,2,726,5578,4.61,0.83,1.02,2,1.01
11019987,K03060.01,10,CANDIDATE,19 06 19.343,+48 32 39.08,6.91,44,3.55,0.08,0,0.01,12.1,1.03,1142,6528,4.37,1.2,1.21,1,1.16
4857058,K03061.01,10,CANDIDATE,19 48 10.100,+39 54 44.03,7.33,273,1.16,0.07,0,0.03,33,2.1,744,5058,4.56,0.75,0.74,2,1.48
4857058,K03061.02,10,CANDIDATE,19 48 10.100,+39 54 44.03,77.92,268,6.3,0.32,0,0.02,91,1.2,339,,,0.75,,2,0.42
10924562,K03063.01,10,CANDIDATE,19 35 33.648,+48 20 10.04,18.6,333,5.23,0.14,0,0.02,27,1.47,661,6378,4.69,0.78,1.09,1,0.4
5040077,K03065.01,10,CANDIDATE,19 54 09.522,+40 11 01.17,0.9,129,1.27,0.02,0,0.02,3.5,1.92,1784,5589,4.51,0.94,1.04,1,0.74
4067925,K03066.01,10,CANDIDATE,19 37 09.609,+39 07 36.73,24.22,733,3.1,0.15,0,0.03,59,2.1,490,5106,4.62,0.71,0.78,1,1.4
3230805,K03068.01,10,CANDIDATE,19 21 02.468,+38 21 17.96,3.92,185,1.97,0.04,0,0.02,15.49,1.06,833,4892,4.68,0.66,0.75,1,0.11
4676964,K03069.01,10,CANDIDATE,19 48 09.412,+39 47 06.93,43.1,308,6.99,0.23,0,0.02,46,1.8,524,5639,4.37,1.02,0.88,1,1.95
5865654,K03071.01,10,CANDIDATE,19 12 58.506,+41 06 36.29,23.96,169,5.27,0.16,0,0.01,35.3,2.93,785,4934,3.77,2.05,0.92,1,8.14
3219643,K03072.01,10,CANDIDATE,19 07 02.754,+38 20 36.64,24.33,580,3.5,0.15,0,0.03,41,2.1,511,5119,4.54,0.77,0.76,1,1.25
8546542,K03073.01,10,CANDIDATE,19 02 59.641,+44 37 56.86,7.41,208,1.15,0.07,0,0.02,60,1.4,786,5400,4.6,0.77,0.87,1,2.17
3328080,K03075.01,10,CANDIDATE,19 08 49.409,+38 29 53.00,4.77,62,2.73,0.05,0,0.01,13.8,0.86,928,5183,4.48,0.84,0.78,1,1.62
2715695,K03077.01,10,CANDIDATE,19 28 08.035,+37 58 28.37,4.1,260,1.19,0.04,0,0.02,13.15,1.28,807,4739,4.64,0.66,0.68,1,
8430964,K03078.01,10,CANDIDATE,19 27 32.717,+44 28 44.33,2.99,121,3.3,0.04,0,0.01,6.96,1.29,1316,6146,4.48,0.99,1.08,1,1.7
7106173,K03083.01,10,CANDIDATE,19 11 54.924,+42 40 45.69,10.18,57,3.55,0.09,0,0.01,10.6,0.94,821,5923,4.53,0.91,1.01,3,1.64
7106173,K03083.02,10,CANDIDATE,19 11 54.924,+42 40 45.69,6.23,42,2.68,0.07,0,0.01,8.7,0.68,962,5923,4.53,0.91,1.01,3,0.49
7106173,K03083.03,10,CANDIDATE,19 11 54.924,+42 40 45.69,8.29,42,4.09,0.08,0,0.01,14.4,0.59,875,5923,4.53,0.91,1.01,3,1.62
10749059,K03086.01,10,CANDIDATE,19 51 32.315,+48 00 05.22,174.74,1190,8.49,0.61,0,0.03,159.6,3,282,5278,4.53,0.89,0.98,1,0.62
9020114,K03088.01,10,CANDIDATE,19 24 39.448,+45 19 05.85,3.48,159,1.68,0.05,0,0.02,17.8,1.59,1208,5993,4.5,0.94,1.03,1,2.38
7668416,K03089.01,10,CANDIDATE,19 04 35.530,+43 22 09.13,0.86,83,1.87,0.02,0,0.02,5.16,1.69,1642,5073,4.49,0.92,0.95,1,0.02
6609270,K03090.01,10,CANDIDATE,19 30 57.034,+42 00 53.40,3.82,344,2.13,0.04,0,0.02,14.33,1.52,736,3972,4.49,0.7,0.56,1,0.22
12406807,K03091.01,10,CANDIDATE,19 23 33.193,+51 14 53.41,17.07,348,6.56,0.14,0,0.02,20.72,2.03,791,6370,4.43,1.09,1.16,1,2.75
5096590,K03093.01,10,CANDIDATE,19 23 58.001,+40 13 45.56,29.61,117,5.57,0.19,0,0.01,24,1.14,571,5905,4.53,0.9,1,1,0.82
12352520,K03094.01,10,CANDIDATE,19 15 29.846,+51 09 14.84,4.58,748,1.14,0.05,0,0.04,40.15,1.97,606,4068,4.77,0.51,0.57,1,
9650989,K03095.01,10,CANDIDATE,19 30 17.607,+46 22 00.62,3.42,139,1.85,0.05,0,0.02,20,1.7,1188,5959,4.52,0.92,1.02,1,1.6
7455981,K03096.01,10,CANDIDATE,19 39 48.245,+43 00 44.74,14.46,74,5.3,0.11,0,0.01,11.7,1.05,717,5642,4.45,0.93,0.89,1,
7582689,K03097.01,10,CANDIDATE,18 44 26.960,+43 13 40.05,11.92,44,4.86,0.11,0,0.01,7.5,1.66,1128,6306,4.01,1.79,1.21,3,1.79
7582689,K03097.02,10,CANDIDATE,18 44 26.960,+43 13 40.05,6.8,31,4.18,0.08,0,0.01,9,1.06,1360,6306,4.01,1.79,1.21,3,1.62
7582689,K03097.03,10,CANDIDATE,18 44 26.960,+43 13 40.05,8.7,28,4.58,0.09,0,0.01,8.3,1.07,1255,6306,4.01,1.79,1.21,3,3.33
11508644,K03101.01,10,CANDIDATE,19 30 10.979,+49 25 01.09,14.26,200,4.41,0.12,0,0.02,16.4,1.8,778,6111,4.48,0.98,1.07,1,3.31
9605552,K03102.01,10,CANDIDATE,19 51 50.515,+46 13 40.52,9.32,323,2.29,0.07,0,0.02,33,1.18,494,4099,4.73,0.53,0.55,1,
11518201,K03104.01,10,CANDIDATE,19 46 45.469,+49 26 48.37,1.24,226,0.79,0.02,0,0.03,8.3,2.9,1542,5590,4.52,0.86,0.89,1,
12168993,K03105.01,10,CANDIDATE,19 45 07.354,+50 45 20.41,4.21,145,4.75,0.05,0,0.01,6.96,1.09,906,5167,4.59,0.74,0.79,1,0.9
8895758,K03106.01,10,CANDIDATE,19 41 23.921,+45 06 52.39,0.97,134,1.4,0.02,0,0.01,4.9,1.52,1743,5617,4.47,0.99,1.05,1,0.27
3756264,K03108.01,10,CANDIDATE,19 35 18.391,+38 51 23.84,7.36,424,1.31,0.07,0,0.02,38,2.2,895,5855,4.54,0.89,0.99,1,2.25
11572193,K03109.01,10,CANDIDATE,19 50 34.146,+49 35 41.92,10.68,175,4.81,0.1,0,0.01,11.1,1.64,871,5952,4.41,1.05,1.02,1,2.69
11285870,K03110.01,10,CANDIDATE,19 01 27.898,+49 02 41.52,4.48,151,2.85,0.06,0,0.01,12.98,1.46,1184,6200,4.45,1.03,1.1,1,2.41
8581240,K03111.01,10,CANDIDATE,19 54 18.450,+44 37 17.79,10.77,70,3.63,0.1,0,0.01,10.2,2.2,1175,6034,3.92,1.97,1.19,2,2.42
8581240,K03111.02,10,CANDIDATE,19 54 18.450,+44 37 17.79,4.33,37,3.41,0.06,0,0.01,7.8,1.24,1593,6034,3.92,1.97,1.19,2,3.44
7022573,K03112.01,10,CANDIDATE,19 12 50.574,+42 33 24.51,2.12,314,0.72,0.03,0,0.02,24,2,1166,5301,4.62,0.8,0.96,1,0.55
7676423,K03113.01,10,CANDIDATE,19 18 47.395,+43 22 19.52,2.46,252,2.03,0.03,0,0.02,9.71,1.66,1062,4647,4.44,0.91,0.84,1,0.16
11714231,K03115.01,10,CANDIDATE,19 30 38.013,+49 51 54.68,5.87,177,4.1,0.06,0,0.02,11.47,1.6,1043,5969,4.43,1,1,1,1.88
11720424,K03116.01,10,CANDIDATE,19 42 05.801,+49 49 46.39,23.91,331,4.14,0.17,0,0.02,34,2.4,701,6325,4.43,1.07,1.14,1,0.22
6523351,K03117.01,10,CANDIDATE,19 28 29.231,+41 55 37.30,6.07,75,1.72,0.06,0,0.01,15.4,1.69,1147,5689,4.16,1.32,0.92,1,1.15
5551672,K03119.01,10,CANDIDATE,19 46 20.925,+40 43 22.76,2.18,1481,1.2,0.03,0,0.06,11.2,3.7,797,3665,4.53,0.61,0.46,1,0.39
11499192,K03120.01,10,CANDIDATE,19 09 27.187,+49 27 24.80,4.14,160,2.57,0.05,0,0.02,15.74,1.66,1184,6152,4.48,0.99,1.08,1,0.96
12416661,K03122.01,10,CANDIDATE,19 42 09.214,+51 12 10.66,8.05,45,5.64,0.08,0,0.01,5.6,1.41,1205,6354,4.15,1.55,1.23,1,0.48
8197793,K03123.01,10,CANDIDATE,20 04 11.550,+44 02 15.68,15.23,296,4.08,0.12,0,0.02,22,2.1,775,6176,4.47,1,1.09,1,0.89
8751796,K03125.01,10,CANDIDATE,19 24 41.587,+44 55 16.07,4.45,48,3.85,0.06,0,0.01,3.9,1.4,1378,6640,4.33,1.26,1.25,1,0.18
9907129,K03127.01,10,CANDIDATE,19 50 50.779,+46 46 04.88,9.7,223,7.41,0.09,0,0.01,6.6,1.66,962,6227,4.37,1.13,1.1,1,22.29
7609674,K03128.01,10,CANDIDATE,19 29 55.144,+43 13 37.29,21.24,105,4.31,0.15,0,0.01,39.7,1.04,662,5848,4.45,0.97,0.97,1,2.96
10252275,K03130.01,10,CANDIDATE,18 42 50.046,+47 19 41.02,14.86,204,1.95,0.11,0,0.01,63.3,1.17,608,5142,4.54,0.78,0.76,2,2.19
10252275,K03130.02,10,CANDIDATE,18 42 50.046,+47 19 41.02,5.65,97,2.22,0.06,0,0.01,13.3,0.84,837,5142,4.54,0.78,0.76,2,2.57
11455181,K03131.01,10,CANDIDATE,19 27 27.583,+49 19 33.31,10.93,193,6,0.1,0,0.02,10.4,1.4,767,5789,4.55,0.87,0.98,1,0.83
6945786,K03136.01,10,CANDIDATE,19 23 33.435,+42 27 34.78,2.39,193,1.99,0.03,0,0.02,9.53,1.27,1046,4988,4.58,0.72,0.73,1,2.86
9758032,K03137.01,10,CANDIDATE,19 00 50.266,+46 32 27.27,1.33,153,1.53,0.02,0,0.01,6.8,1.2,1377,5402,4.61,0.77,0.87,1,
6444896,K03138.01,10,CANDIDATE,19 30 00.908,+41 49 49.52,8.69,1913,1.39,0.07,0,0.53,23,35,517,3888,4.59,0.61,0.52,1,
5978170,K03140.01,10,CANDIDATE,19 46 28.140,+41 16 52.28,5.69,247,2.35,0.05,0,0.02,19.35,1.03,599,4201,4.72,0.54,0.57,1,0.56
5440317,K03141.01,10,CANDIDATE,19 17 09.551,+40 40 54.02,2.32,101,1.65,0.03,0,0.01,10.87,1.1,1230,5529,4.53,0.84,0.88,1,0.44
3752110,K03142.01,10,CANDIDATE,19 31 13.733,+38 53 03.24,27.94,343,6.22,0.19,0,0.02,25,2.3,675,6378,4.43,1.09,1.16,1,1.18
5688790,K03144.01,10,CANDIDATE,19 02 57.554,+40 58 48.18,8.07,1186,2.33,0.06,0,0.03,28.6,2.2,532,3679,4.48,0.67,0.49,1,0.01
1717722,K03145.01,10,CANDIDATE,19 22 28.315,+37 17 20.72,4.54,299,1.49,0.05,0,0.02,23,1.12,764,4771,4.69,0.63,0.72,2,0.84
1717722,K03145.02,10,CANDIDATE,19 22 28.315,+37 17 20.72,0.98,207,1.26,0.02,0,0.01,5.2,0.87,1284,4771,4.69,0.63,0.72,2,1.94
10908248,K03146.01,10,CANDIDATE,19 01 23.269,+48 18 44.09,39.86,149,8,0.23,0,0.01,31,1.41,570,5900,4.35,1.08,0.97,1,2.39
7534267,K03147.01,10,CANDIDATE,19 34 52.588,+43 07 28.53,39.44,178,7.09,0.22,0,0.01,41,1.17,499,5765,4.55,0.86,0.97,1,0.11
6278762,K03158.01,10,CANDIDATE,19 19 00.549,+41 38 04.58,3.6,24.9,2.06,0.05,0,0.01,13,0.5,1189.2,,,1,,5,0.2
6278762,K03158.02,10,CANDIDATE,19 19 00.549,+41 38 04.58,4.55,41.9,1.8,0.05,0,0.01,19,0.64,1100.2,,,1,,5,0.85
6278762,K03158.03,10,CANDIDATE,19 19 00.549,+41 38 04.58,6.19,48.4,2.22,0.07,0,0.01,21,0.69,992.6,,,1,,5,0.64
6278762,K03158.04,10,CANDIDATE,19 19 00.549,+41 38 04.58,7.74,50.5,2.89,0.08,0,0.01,10.2,0.83,921.2,,,1,,5,0.05
6278762,K03158.05,10,CANDIDATE,19 19 00.549,+41 38 04.58,9.74,70.6,1.64,0.09,0,0.01,44,0.84,853.4,,,1,,5,0.98
2696703,K03161.01,10,CANDIDATE,19 08 13.777,+37 59 28.92,6.09,2736,1.76,0.07,0,0.06,12.8,6.9,997.8,,,1,,1,0.81
4450844,K03168.01,10,CANDIDATE,19 09 15.564,+39 32 17.45,56.35,39.1,8.69,0.29,0,0.01,47,0.84,566,,,1.34,,1,0.82
6153407,K03179.01,10,CANDIDATE,19 57 12.671,+41 26 27.66,5.99,64,1.73,0.07,0,0.01,6.6,1.1,1003.5,,,1,,1,0.5
4735826,K03184.01,10,CANDIDATE,19 13 34.871,+39 52 21.46,7.55,30.1,3.71,0.08,0,0.01,15,0.55,929.2,,,1,,1,0.48
5985713,K03190.01,10,CANDIDATE,19 53 04.358,+41 15 05.99,8.95,40.8,2.69,0.08,0,0.01,18,0.69,877.7,,,1,,1,0.39
12004971,K03194.01,10,CANDIDATE,19 06 30.850,+50 28 16.58,10.81,91.5,1.16,0.1,0,0.01,69,1.26,1020,,,1.29,,1,0.14
9002538,K03196.01,10,CANDIDATE,18 53 24.111,+45 20 20.80,4.96,20.2,2.74,0.06,0,0,12,0.65,1365,,,1.41,,2,0.46
9002538,K03196.02,10,CANDIDATE,18 53 24.111,+45 20 20.80,6.88,28.6,2.1,0.08,0,0.01,7,0.97,1224,,,1.41,,2,0.46
4262040,K03202.01,10,CANDIDATE,19 26 01.728,+39 19 25.18,92.46,111,12.35,0.39,0,0.01,54,1.7,481,,,1.62,,1,0.9
3122872,K03203.01,10,CANDIDATE,19 31 34.123,+38 16 13.84,96.82,185,10.38,0.47,0,0.01,72,2.3,597,,,1.71,,1,0.74
11456279,K03204.01,10,CANDIDATE,19 29 45.923,+49 18 59.09,0.57,34.1,1.73,0.01,0,0.01,1.69,0.64,2194.4,,,1,,1,0.99
5612697,K03206.01,10,CANDIDATE,19 18 17.908,+40 48 27.34,15.15,180,5.1,0.12,0,0.01,23,1.3,736.5,,,1,,1,0.91
10155029,K03208.01,10,CANDIDATE,19 46 43.162,+47 10 23.93,2.13,33.2,1.76,0.03,0,0.01,1.88,0.82,1416.1,,,1,,1,0.1
7017274,K03209.01,10,CANDIDATE,19 03 41.572,+42 32 59.46,11.91,116.4,6.01,0.11,0,0.01,15,1.4,998,,,1.28,,1,0.37
7983117,K03214.01,10,CANDIDATE,19 54 41.704,+43 47 43.72,11.49,49.9,7.21,0.11,0,0.01,11,2.28,1397,,,3.17,,1,0.53
11189311,K03220.01,10,CANDIDATE,19 25 01.348,+48 50 48.93,81.42,648,12.01,0.37,0,0.02,53,2.52,420.5,,,1,,1,0.68
10384298,K03224.01,10,CANDIDATE,18 45 18.589,+47 35 05.53,3.44,45,2,0.04,0,0.01,2.2,1.2,1023,,,0.78,,1,0.9
3109550,K03225.01,10,CANDIDATE,19 18 41.221,+38 17 52.34,4.88,38.9,2.15,0.05,0,0.01,16,0.96,1268,,,1.52,,1,0.69
9569711,K03232.01,10,CANDIDATE,18 48 28.279,+46 13 26.15,6.06,160.9,1.36,0.07,0,0.01,15,2.16,1204,,,1.42,,1,0.93
10057494,K03234.01,10,CANDIDATE,18 53 44.582,+47 04 00.70,2.42,44.2,2.17,0.04,0,0.01,5.1,0.88,1599,,,1.19,,1,0.47
7902003,K03236.01,10,CANDIDATE,19 41 45.396,+43 40 34.72,7.13,33.8,2.51,0.08,0,0.01,21,0.69,1111,,,1.17,,1,0.2
6587796,K03237.01,10,CANDIDATE,19 01 19.350,+42 02 25.54,33.42,372,5.06,0.2,0,0.02,51,1.7,534,,,0.87,,1,0.63
6928906,K03242.01,10,CANDIDATE,18 57 49.460,+42 26 23.39,1.55,19.5,4.31,0.03,0,0,2.2,1.14,2873,,,2.48,,1,0.26
8073705,K03245.01,10,CANDIDATE,18 40 59.868,+43 54 54.21,10.6,72.6,4.37,0.1,0,0.01,17,1.02,953,,,1.17,,1,0.12
9885417,K03246.01,10,CANDIDATE,19 17 41.748,+46 43 34.21,0.69,118.7,1.01,0.01,0,0.01,2.8,0.84,1453,,,0.65,,1,1
10917433,K03248.01,10,CANDIDATE,19 21 51.621,+48 19 56.10,6.91,33.6,2.18,0.07,0,0.01,24,0.82,1171,,,1.41,,1,0.42
8183288,K03255.01,10,CANDIDATE,19 49 23.372,+44 01 36.98,66.65,516,5.77,0.28,0,0.02,60,1.48,289.3,,,0.59,,1,0.55
4366323,K03258.01,10,CANDIDATE,19 27 45.015,+39 25 11.79,40.35,582,4.3,0.23,0,0.03,44,2.3,481,,,0.84,,1,0.16
2853029,K03259.01,10,CANDIDATE,19 26 15.542,+38 04 28.52,72.93,810,3.9,0.33,0,0.03,146,2.1,362,,,0.76,,1,0.72
12156174,K03260.01,10,CANDIDATE,19 18 34.424,+50 43 37.52,56.67,867,5.4,0.29,0,0.03,82,2.1,398.8,,,0.74,,1,0.95
12055539,K03261.01,10,CANDIDATE,19 11 28.176,+50 35 44.09,12.27,308,3.26,0.11,0,0.02,25,1.7,805,,,0.96,,1,0.56
12056139,K03262.01,10,CANDIDATE,19 12 55.620,+50 34 04.36,13.23,213,5.9,0.11,0,0.01,17,1.5,809,,,1,,1,0
11853130,K03263.01,10,CANDIDATE,19 00 23.005,+50 06 03.46,76.88,23103,2.37,0.29,0,0.17,197.2,9.18,234,,,0.51,,1,0.01
9345933,K03264.01,10,CANDIDATE,19 33 02.168,+45 50 14.81,13.02,385,3.7,0.1,0,0.02,14,1.6,571,,,0.68,,1,0.81
8826007,K03266.01,10,CANDIDATE,19 38 12.920,+45 04 53.00,54.51,630,4.3,0.24,0,0.03,61,1.7,307.4,,,0.59,,1,0.42
8620402,K03267.01,10,CANDIDATE,19 20 52.002,+44 46 46.84,14.2,231,3.5,0.12,0,0.01,26,1.6,795,,,1.01,,1,0.43
8379021,K03268.01,10,CANDIDATE,19 45 37.075,+44 22 02.85,11.52,576,1.82,0.1,0,0.04,15,4,752,,,0.89,,1,0.03
7285757,K03271.01,10,CANDIDATE,19 31 49.966,+42 51 17.60,19.55,616,1.69,0.14,0,0.02,70,2.1,603,,,0.82,,2,0.52
7285757,K03271.02,10,CANDIDATE,19 31 49.966,+42 51 17.60,7.42,221,3.16,0.07,0,0.01,15,1.3,833,,,0.82,,2,0.94
5280587,K03274.01,10,CANDIDATE,19 33 47.146,+40 24 35.60,35.62,734,4.91,0.21,0,0.03,57,2.32,517,,,0.86,,1,0.88
3120904,K03277.01,10,CANDIDATE,19 29 41.477,+38 15 58.79,42.91,154,5.25,0.24,0,0.01,51,1.2,515,,,0.93,,1,0.36
3342467,K03278.01,10,CANDIDATE,19 26 05.969,+38 27 21.06,88.18,1197,4.9,0.37,0,0.03,140,2.6,344,,,0.77,,1,0.15
3544640,K03279.01,10,CANDIDATE,19 25 43.542,+38 39 15.80,30.83,755,4.1,0.19,0,0.03,58,1.8,472,,,0.67,,1,0.03
10653179,K03280.01,10,CANDIDATE,19 04 30.132,+47 56 51.39,47.16,800,4.39,0.26,0,0.03,54,2.8,486,,,0.9,,1,0.74
12066569,K03282.01,10,CANDIDATE,19 36 19.937,+50 30 09.97,49.28,1393,3.7,0.22,0,0.04,76,2.1,280.9,,,0.53,,1,0.88
6497146,K03284.01,10,CANDIDATE,18 46 34.995,+41 57 03.93,35.23,387,3.3,0.17,0,0.02,83,1,304,,,0.51,,1,0.83
8016691,K03286.01,10,CANDIDATE,19 07 46.875,+43 49 21.97,18.14,421,3.43,0.12,0,0.02,33,1.8,488.8,,,0.86,,1,0.74
6584273,K03287.01,10,CANDIDATE,18 55 04.944,+42 01 38.07,51.11,349,7.9,0.27,0,0.02,50,1.7,487,,,0.93,,1,0.11
5768816,K03288.01,10,CANDIDATE,18 52 50.786,+41 02 17.01,47.99,881,4.85,0.25,0,0.03,73,2.9,489,,,0.96,,1,0.44
9447166,K03296.01,10,CANDIDATE,18 49 41.528,+46 00 50.47,62.87,342,5.45,0.27,0,0.02,73,1.3,336,,,0.68,,1,0.87
8151055,K03298.01,10,CANDIDATE,19 02 13.872,+44 00 38.85,29.96,974,2.6,0.17,0,0.03,54,2.8,407.3,,,0.77,,1,0.11
8301878,K03301.01,10,CANDIDATE,19 30 31.113,+44 16 59.23,20.71,165,2.55,0.14,0,0.01,41,1.3,627,,,0.91,,1,0.06
7510820,K03303.01,10,CANDIDATE,19 03 19.314,+43 11 54.21,29.35,669,4.3,0.17,0,0.02,51,1.8,448,,,0.7,,1,0.22
6880517,K03305.01,10,CANDIDATE,19 45 35.405,+42 23 48.91,65.65,1425,7.4,0.31,0,0.03,69,2.5,342.8,,,0.68,,1,0.22
6615511,K03306.01,10,CANDIDATE,19 37 56.953,+42 00 24.91,25.16,355,5.1,0.17,0,0.02,26,1.6,536.6,,,0.77,,1,0.63
6131130,K03307.01,10,CANDIDATE,19 36 32.703,+41 27 24.09,10.51,363,3.35,0.09,0,0.04,6.5,3,720,,,0.83,,1,0.96
3632089,K03308.01,10,CANDIDATE,19 08 56.565,+38 45 14.98,31.78,265,7.9,0.19,0,0.02,31,1.7,584,,,1.03,,2,0.27
3632089,K03308.02,10,CANDIDATE,19 08 56.565,+38 45 14.98,5.33,88.6,4.62,0.06,0,0.01,6,1.06,1059,,,1.03,,2,0.68
5563300,K03309.01,10,CANDIDATE,19 55 52.390,+40 47 50.47,71.05,5159,1.92,0.31,0,0.07,298,5.9,381,,,0.83,,1,0.59
12253769,K03310.01,10,CANDIDATE,19 15 13.096,+50 59 26.23,20.55,188,3.92,0.14,0,0.01,36,1.2,599,,,0.84,,1,0.58
12735830,K03311.01,10,CANDIDATE,19 19 16.641,+51 54 17.46,31.83,527,1.62,0.17,0,0.03,73,1.8,403.3,,,0.65,,1,0.63
11905409,K03312.01,10,CANDIDATE,19 06 00.505,+50 14 46.28,18.09,582,3.3,0.14,0,0.02,34,2.3,674,,,0.91,,1,0.23
9571186,K03313.01,10,CANDIDATE,18 52 11.433,+46 15 55.19,34.95,692,1.32,0.19,0,0.02,206,1.7,404,,,0.67,,1,0.51
8554701,K03315.01,10,CANDIDATE,19 19 19.490,+44 36 35.49,31.18,195,3.79,0.2,0,0.01,49,1.4,597,,,0.98,,1,0.84
