RA,DEC,L,B,RV_ADOP,TEFF_ADOP,LOGG_ADOP,FEH_ADOP
147.04962,52.815763,162.904776557,47.5794115224,-81.2023,5310.37,4.56484,-0.85768
20.382007,6.887139,136.10018558,-55.2134246317,-168.564,6352.55,3.76415,-1.97784
131.10564,21.434303,204.30832028,33.9657512432,32.8744,6101.94,3.87816,-0.392025
131.04632,21.97157,203.673390019,34.0873690776,89.0123,6080.0,4.0149,-0.820254
298.492,18.821326,56.8056315856,-4.58223639732,47.2185,5097.61,2.44263,-0.374865
71.614156,21.178374,178.717650417,-15.410120298,26.1,4937.42,2.46812,-0.559723
338.21497,12.913613,78.4665625878,-37.7173267388,-382.522,6379.04,3.62202,-1.52101
166.26105,29.78531,200.138031172,66.5168920746,-26.9171,5705.33,4.26725,-0.410192
353.54435,46.763907,109.423739792,-14.071428507,-26.5721,6623.5,3.91097,-0.285512
222.56754,11.93245,10.1662503362,58.2753489811,-62.7302,4835.41,4.59672,-0.966981
177.71377,37.567051,169.840495738,73.5253225569,173.492,6859.86,4.06416,-1.64775
8.496881,8.245912,115.506186017,-54.374044367,27.7572,6074.48,4.02396,-0.498615
116.64459,29.461472,190.845742193,24.1366578591,158.827,6653.65,3.15955,-3.30476
325.40268,0.330393,55.9783154449,-36.8070706384,-10.1325,6096.92,3.77803,-0.730282
311.2066,0.891766,47.599828422,-24.5463491928,-172.077,6791.64,3.88402,-1.46586
204.3476,10.502571,338.177497442,70.163223009,40.0506,5492.17,3.61784,-0.643662
289.0116,61.8525,92.7911499828,20.9199399718,-58.1193,5843.82,3.89951,-0.223974
216.96874,28.521067,42.3069789598,68.6684325638,-11.3695,4684.66,4.42776,-0.259457
120.22468,8.704577,212.921916813,19.3644490566,63.0461,5037.98,4.6564,-0.524851
39.417721,-1.068472,171.742299644,-53.5563314457,-60.6715,6158.69,3.99515,-0.628949
356.28952,38.658355,108.992605997,-22.4127047109,-36.5372,5908.8,3.98151,-0.422725
354.26324,8.148631,93.2550701518,-50.3873928611,-18.0236,5459.87,4.38795,-0.553728
122.63799,20.038857,202.672906322,26.0511146293,-79.9861,6320.54,3.56091,-1.67479
249.17943,36.105986,58.3955096212,41.8708000916,-56.8665,5940.78,4.13555,0.0763641
52.712685,-0.149747,184.446481686,-43.1902688789,-13.1491,5266.21,4.31726,-0.40905
312.19821,-6.771214,40.624457227,-29.1298317594,39.1717,5677.23,3.95147,0.105788
253.40705,42.326924,66.8887632213,39.0922745572,-77.8275,5666.57,3.85826,-0.846837
28.3048,13.2593,145.235609669,-46.9194417833,3.38322,4623.2,4.51674,-0.321181
117.62631,29.013796,191.61245625,24.8054482921,27.3802,4388.39,4.07667,-0.400209
223.32975,39.769549,67.3694100578,61.7977113084,-203.129,5393.04,3.30239,-2.47318
124.07928,32.971132,189.073432062,31.2251033295,32.569,6092.04,3.74646,-0.753204
335.84638,-1.1522798,62.834571764,-46.0280346593,-42.1774,5111.36,4.42075,-0.284787
44.31784,35.233065,150.084195014,-20.9189204528,-40.339,5545.2,4.25118,-0.44441
130.40273,26.318376,198.428697285,34.8236014095,55.5486,5146.37,4.39232,-0.381498
56.0701,-0.42323144,187.487228349,-40.6933935937,8.18873,6207.27,4.053,-0.551668
127.48375,15.241277,209.626637092,28.5324027664,91.7624,4643.05,4.38949,-0.358111
144.15983,53.168362,163.184255297,45.815105651,-111.123,6459.96,3.58927,-1.77601
333.93438,70.156125,110.375084862,11.1788982321,-71.4872,6357.98,4.05997,-0.184561
172.30094,63.877752,137.130190176,50.9233669051,-0.981477,8833.98,4.04257,-1.55363
285.80502,79.221473,110.931960141,26.0647286248,-2.23886,5540.3,4.12091,-0.399161
354.36495,-10.614169,72.8762504649,-66.0037377928,42.0177,5626.27,4.14623,-0.469055
175.68358,41.413126,163.140274845,69.9366983148,-137.25,6459.5,4.1363,-2.04377
122.6586,20.176193,202.538119609,26.1187960251,-53.06,8774.64,4.0776,-1.7767
125.95111,6.0512033,218.179904465,23.2771624744,37.9172,6104.83,3.98589,-0.158237
258.50756,42.500118,67.4905364207,35.353731771,-21.023,5127.96,2.95847,-0.753346
245.70967,41.801203,66.0727280721,44.7968122983,-325.623,6879.83,2.76724,-1.62323
24.414515,24.521951,136.150996294,-37.1605281938,-24.1777,5776.8,4.0609,-0.166379
231.91065,4.0432489,8.12495397954,46.1851767245,26.04,5917.8,3.86372,-0.856876
128.30679,44.3077,176.242205602,36.3106290806,-78.3346,4499.25,3.5636,-0.971899
4.5850104,15.742976,111.348337102,-46.3830184192,-34.1468,5873.35,3.99714,-0.995553
168.57999,59.161025,143.863617619,53.8418366617,-30.9927,5065.29,4.55546,-0.42996
191.00767,-3.679305,299.327374915,59.1405938,14.4108,5482.19,4.15621,-0.238217
197.69712,39.331797,105.877946967,77.1486794691,54.0405,6282.27,3.53468,-1.44994
323.18745,74.343443,110.542970227,16.4769102293,-27.0237,6011.86,4.2989,-0.0423982
332.32999,-0.95946241,59.9715030882,-43.1566418194,-13.2984,7283.73,4.04105,-0.241485
1.067856,-4.83663,94.08873308,-65.0329811709,-132.685,6672.78,3.58572,-0.557431
124.44754,37.265053,184.218573887,32.4593807006,-44.5105,5070.31,4.557,-0.844852
9.9327097,16.10906,118.832525891,-46.6694851448,-35.1193,5469.33,4.44748,-0.905079
248.30819,44.430634,69.630063298,42.816402885,-136.39,7690.79,4.29737,-1.17294
35.948326,23.142935,149.049889902,-35.0017620189,5.25215,5607.61,3.85801,-0.724559
125.31378,46.878419,172.906461145,34.4149283823,-26.1138,5819.33,4.17879,-0.639076
356.19988,14.73992,99.7970131984,-45.117425521,-28.6442,5798.4,4.05634,-0.87075
334.00049,-0.228861,62.1924841406,-44.0146929515,-64.5387,5771.13,4.18221,-0.447053
7.0995798,7.7369299,113.024491257,-54.6910146055,25.0475,5272.5,4.56508,-0.747339
242.15074,47.919767,75.1696304318,46.6724952246,-351.626,7384.47,3.317,-2.58357
259.36838,42.592127,67.6891739238,34.7338786519,-2.00019,5339.68,4.55807,-0.526523
172.0563,64.651231,136.67305584,50.1986412875,-26.9922,4587.51,4.40794,-0.538986
114.22327,15.829748,203.5210627,17.0432880904,3.85533,5422.45,4.34462,-0.537977
161.45658,-0.052774,249.747126141,49.3942726423,21.1067,5285.12,4.55186,-0.871878
256.68566,29.296135,51.3136006241,34.4359671155,-57.8801,4713.52,4.65207,-0.752258
119.4971,10.738577,210.647032494,19.5919560983,132.323,6113.8,4.1292,-1.3503
179.87567,31.945796,186.716280601,77.7306710686,7.20607,6199.71,4.09826,-1.30776
213.2426,32.899256,55.9970797631,71.4672077095,-86.7925,6055.57,4.17918,-1.16958
